" I stayed at the Sheraton Chicago Hotel and Towers a couple nights ago. The service was excellent!! As soon as i stepped through the door they grabbed my bags, and were helping me choose the best hotel room for me! I loved there service and the room was gorgeous! I highly recommend it for anyone, and there prices aren't as bad as others. I loved the experience and I'm sure next time I'm in the area I'll visit again!",pos
"For a hotel that touts its luxury location in Chicago the Talbot is very poor (think Motel 6 at a Hilton price). Carpet is threadbare and the walls are paper thin. They are so worried about the mini-bar they constantly do these random room checks, so privacy and sleeping in are unheard of. For the prices they charge ($350.average price for two people). It seems like the money spent on remodeling the exquisite lobby, which was happening while I stayed, could have been better spent on better insulation and more up-to-date furnishings for the guest rooms. But I guess the Talbot is more concerned with first impressions than they are returning guests, which I won't be.",neg
"We chose the Talbott Hotel primarily for the location, but quickly discovered that the location was the only good thing about it. Although their website did a good job of selling their services and amenities, we found both severely lacking. We had mentioned to the reservationist when booking that this was to be a romantic weekend getaway for us - it was our anniversary. We asked for, and were promised, a king room. However, when we checked in, we were told by the front desk clerk that no king rooms were available. We could either take a double queen room, or pay significantly more for a suite. We took the key for our double queen room and were on our way. Upon arriving on our floor, we found a rowdy group of young girls running up and down the hallway, squealing and playing. It turns out that this hotel offers American Girl visits for the nearby store. It turns out that our romantic getaway room was in the center of a block of rooms reserved for a Girl Scout troop on an American Girl trip! We went back downstairs to request a move to another room, and were told no other double queen rooms were currently available. We explained that we were here for our anniversary, and the ambiance wasn't exactly what we were looking for. The clerk rolled her eyes and told us that she couldn't help us - they didn't have anything else. Sorry. Back upstairs we went. Tired from travel, we decided to order from room service for dinner. Our pasta, when it arrived, was barely warm and mediocre in flavor. We ate it anyway and prepared for bed. After using the bathroom, we discovered that the toilet in our room continued to cycle water after flushing. After jiggling the handle a few times and poking around in the tank, we couldn't get the water to stop running. It took three hours for a maintenance staff member to make their way up to our room to fix the problem. The next morning, after showering, I discovered the hair dryer didn't work properly. After pulling my wet hair back in a clip, we went out for the day. Upon our return, we expected to find our room made up and fresh. It hadn't been touched. We called downstairs to have someone sent up to clean it, but by the time we'd left for dinner, nobody had arrived. Our room wasn't made up that day. That night, the Girl Scouts sat in the hallway giggling and singing until well after 1am. We asked them several times to be quiet, but they didn't want to listen, and their chaperones were nowhere to be seen. We called down to the desk, and they told us ""they would take care of it"", but the girls continued to have their party in the hallway anyway. Nobody came to shoo them away. The next morning, I turned on the hairdryer, expecting it to work after reporting the difficulty the day before. It didn't! Stuck wearing my clip again, we checked out and made a mental note to select another hotel in the area for our next trip. This hotel had potential, but the staff doesn't care enough about your experience to allow me to recommend it to other travelers.",neg
"I recently was in Chicago on business and chose to stay at the Swissotel, Chicago. The hotel sells itself as being stylish, sophisticated and luxurious and says it is in the center of the city. I would have been better off anywhere else. I was not impressed with the interior, finding them bordering on clinical and too modern for my taste. I guess 'stylish' might be modern in some people's minds, but not mine. Also, luxury to me means plush not hard and clinical. When I made my way to reception, I hardly encountered the friendly customer service boasted of on the website. I had organized an executive suite as I was planning to work some of the time from my hotel room, and thought the extra space would come in handy. When I proceeded to check in, the girl at the desk told me, while smacking gum, that I had no reservation. I handed over my booking confirmation and she told me that at first she had spelled my name wrong, even though I had spelled it out for her. She then proceeded to tell me that due to a conference, all of the executive suites had already been allocated, but that they would be happy to assign me to a lake view room. Correct me if I am wrong, but this is a step down from the room I had asked for! Surely if you give away my room, you should try to compensate me with something better! I said that no, I really needed more space as I would be using the room as an office, and finally she said that they did have a corner king room available, and that if I wanted to switch the following evening, I would be welcome to do that. The room was ok, although, again, I was disappointed by how cold and clinical it felt. I did attempt to make use of some of the hotel services, but found them sadly lacking. Some comments on the services: the high speed wireless was not available in the room unless you were willing to pay a fee for a cable to connect, and also a per day fee which borders on extortion! There was free wifi in the lobby, but requires you to sit near the doors which open constantly letting in freezing blasts of air, plus deal with the noise and bustle of people constantly coming in and out. I did phone room service on my arrival to request an extra pillow and towels, but had to wait 2 hours before they arrived. The fitness center and pool which I was looking forward to using, were closed for cleaning when I went up. Breakfast the next morning consisted of continental items, which is not what I would have expected for the money. All in all, I would say your money is better spent elsewhere.",neg
"For the amount of money per night that the Millennium Knickerbocker Hotel charges, one would at least expect a room with a working bathroom. The toilet wouldn't flush, the sink dripped and the towels were rough and cheap looking. When I called the front desk to ask for maintenance on the sink and toilet, the staff were indifferent. It was over an hour before anyone arrived to fix the bathroom fixtures, and when they did arrive they were unable to stop the drip in the sink. All in all, I was disappointed with my stay.",neg
My husband and I stayed here for a short get-away weekend and loved it. It is so conveniently located close to Navy Pier and Michigan Ave. The staff was very helpful and the room was great. It was definitely worth every penny! I would recommend this hotel to anyone visiting Chicago.,pos
"Not worth the price! I had the unfortunate experience of staying in the Hilton Homewood Suites in downtown Chicago. I stayed there with my family while we were on vacation. I wish I would have saved my money and went somewhere else. With a hotel this expensive, you think that they might throw in some bonuses your way, like complimentary parking. Not a chance. In addition to the $259 price tag, I also had to pay $30 for parking, per night. If I had stayed at the Motel 6, parking would have been free. The staff there were not very nice at all. When I registered, the lady at the counter acted like helping me was interfering with her internet chat time. She was very rude to me. Perhaps she was having a bad day or something, but I doubt it. After I arrived in my room, my key card didn't work, and I had to go back downstairs to get it fixed (once again, interrupting her precious free time with some actual work). The rooms had some nice features, like kitchen appliances and a flat screen television. I didn't go on vacation to cook though. The television didn't get very many channels, and you had to pay if you wanted to watch any of their movies (of course). I tried logging into Facebook to say hello to my friends from the hotel room, but the ""complimentary"" internet access was so slow that it was hardly worth using. I get a better connection at Starbucks. They offer a complimentary dinner and breakfast, but it's nothing to write home about. I've had better food at McDonald's. The food was pretty cold, and the choices are very limited. Traffic around the hotel was hideous. This hotel is downtown, and you can definitely tell. There are a bunch of one-way streets around, which makes getting in and out confusing. The room was pretty clean, but you can say that about a lot of hotels in a wide variety of price ranges. If you're looking for a hotel in Chicago, I'd say save some money and go somewhere else. I've had better stays at the Best Western and many other hotels that cost less.",neg
Thanks Sheraton Towers for the invite to enjoy your indoor pool while a guest at your hotel recently. I did not know that the skyline of Chicago could be so beautiful or an afternoon at the pool so enjoyable. I'll be back soon and look forward to a seeing Chicago again.,pos
"My husband and I recently visited the Fairmont Chicago Millennium Park hotel on one of his business trips. I sometimes go along with him to see new places and to splurge on a mini-vacation while he is hard at work (don't worry- he likes when I return with little ""souvenirs"" for him, too). Aside from the lovely city of Chicago, this hotel was just amazing! We had gotten in quite late that evening from our flight from Houston and were so tired! The staff was genuine and friendly, all while being professional and prompt. We were quickly checked in and before we knew it we were in our beautiful room. Too tired to really take it in, we were in bed and asleep in minutes. The beds were quite welcoming! It wasn't until the next morning that we were able to really take in all of the beautiful features of this hotel! It's gorgeous! Everything was so clean and wonderfully decorated! The lobby somehow didn't make it into our sleepy eyes the night before, but it was just lovely! Later that evening we decided to eat at their sushi restaurant. Sushi is one of my husband's favorites, so he tends to be picky. They passed the test according to him! We also enjoyed a glass of wine there as well... everything tasted great and was of excellent quality. Of our two night stay there, the only downfall was one occasion of there not being enough towels (I use a lot of towels I suppose). However, a simple phone called prompted a quick delivery of fluffy additional ones. This however was only a minor bump in the road to an entirely enjoyable and relaxing stay! Overall-- we'd love to go there again! Maybe next time I can talk my husband into taking advantage of the spa... *wink* ",pos
"I had originally chosen the Conrad Chicago Hotel for its location near shopping centers that were within walking distance. However, I later learned that I had made a poor choice. Upon arrival, the lobby seemed nice and we checked in with the clerk. Although, when we reached out hotel room, we were dissapointed in finding it to be a one-bedroom suite. My family went back down to demand another room with two queen-size beds. The clerk, after a twenty minute waiting period, was able to find us a suitable room. Upon entering, the room was noticably hot. We turned on the air conditioning, and after waiting for thirty minutes, the room remained muggy and humid. I called the front desk to complain and ask for a repair man or another room. They promised a repairman within ten minutes. 1 hour later I called again and remined them that the repairman hadn't shown up. They once again promised a speedy repair. While waiting, I discovered that our room had no soap and the towels were still damp. I called the front lobby and she said that they were sorry for the inconvenience and that there were some more one the first level, but I had to go get them. After all this trouble, I argued that they should bring it up to me, but in the end, I wound up going to get it myself. After returning to my room and waiting another 30 minutes, the repair man had not shown up. So I called again, and within 5 minutes the repairman came. He managed to fix the air conditioner, but it was about 12am. We were finally able to get some peace and rest well after the room cooled off, but as the night went on, we noticed another problem. The air conditioner began to make wretched screeches and banging sounds. It also emitted a strange odor. Upon checking with the front desk, we demanded another room because it was too late at night to have it repaired. There were not available rooms left, and being so fed up with this hotel's poor service, we promptly left and checked in at a nearby hotel. I don't recommend the Conrad Chicago to anyone who wants to enjoy their time.",neg
